ID	Name	Lat	Lon
ASN00030011	CHUDLEIGH PARK STATION	-19.7	144.1167
ASN00030013	CUMBERLAND STATION	-18.3	143.4
ASN00030018	GEORGETOWN POST OFFICE	-18.2922	143.5483
ASN00030024	HUGHENDEN POST OFFICE	-20.8447	144.1986
ASN00030030	LYNDHURST STATION	-19.2039	144.37
ASN00030031	MARATHON RAILWAY STATION	-20.8667	143.5667
ASN00030036	MOUNT SURPRISE TOWNSHIP	-18.1472	144.3183
ASN00030039	OAK PARK STATION	-19.2544	144.1536
ASN00030040	PENTLAND POST OFFICE	-20.5236	145.3989
ASN00030041	PRAIRIE POST OFFICE	-20.8708	144.6
ASN00030064	REDCLIFF STATION	-21.0167	144.3833
ASN00030126	JUNCTION CREEK STATION	-18.2667	144.4
ASN00030133	KYNUNA	-21.5778	141.9189
ASN00031010	CAIRNS POST OFFICE	-16.9333	145.7833
ASN00031016	COOKTOWN POST OFFICE	-15.4633	145.25
ASN00031026	GLEN BOUGHTON	-16.95	145.8
ASN00031029	HERBERTON WHITE ST	-17.5851	145.3869
ASN00031032	IRVINEBANK	-17.4311	145.2028
ASN00031037	LOW ISLES LIGHTHOUSE	-16.3842	145.5592
ASN00031052	PORT DOUGLAS - WARNER ST	-16.484	145.4643
ASN00031095	THORNBOROUGH	-16.95	145
ASN00032004	CARDWELL MARINE PDE	-18.2553	146.0197
ASN00032007	CASHMERE	-18.15	145.35
ASN00032021	GOONDI MILL CSR	-17.5167	146.0167
ASN00032025	INNISFAIL	-17.5249	146.0345
ASN00032044	VALLEY OF LAGOONS	-18.6608	145.1031
ASN00032047	TOWNSVILLE PILOT STATION	-19.2667	146.8167
ASN00032104	CHRISTMAS CREEK STATION	-19.0947	145.3539
ASN00033001	BURDEKIN SHIRE COUNCIL	-19.5775	147.4075
ASN00033005	BLOOMSBURY POST OFFICE	-20.7	148.6
ASN00033007	BOWEN POST OFFICE	-20.0167	148.25
ASN00033019	EMU PARK HILL ST	-23.2658	150.8233
ASN00033033	INKERMAN STATION	-19.7628	147.4567
ASN00033035	KALAMIA ESTATE	-19.5244	147.4161
ASN00033046	MACKAY POST OFFICE	-21.15	149.1833
ASN00033050	MARLBOROUGH POST OFFICE	-22.8131	149.89
ASN00033054	NEBO	-21.6889	148.6881
ASN00033061	PROSERPINE POST OFFICE	-20.4	148.5833
ASN00033062	RAVENSWOOD POST OFFICE	-20.0997	146.8892
ASN00033065	ST LAWRENCE POST OFFICE	-22.3458	149.5356
ASN00033117	KEPPLE BAY 2	-23.1833	150.9667
ASN00033121	ALEXANDRA	-21.1833	149.1
ASN00033123	FANNING RIVER STATION	-19.7333	146.4333
ASN00033185	TIERAWOOMBA	-21.8547	149.0356
ASN00033243	BROMBY PARK	-20.6167	148.4667
ASN00034000	BALFES CREEK POST OFFICE	-20.2161	145.9089
ASN00034002	CHARTERS TOWERS POST OFFICE	-20.0781	146.2614
ASN00034014	GROSVENOR DOWNS	-22.0333	148.0833
ASN00034072	LOGAN DOWNS	-22.3833	147.9333
ASN00034073	SALTBUSH PARK	-22.1367	148.9136
ASN00034081	AVON DOWNS	-21.85	147.25
ASN00035000	ALPHA POST OFFICE	-23.65	146.6406
ASN00035013	BOGANTUNGAN POST OFFICE	-23.6481	147.29
ASN00035019	CLERMONT SIRIUS ST	-22.8239	147.6425
ASN00035023	CRAVEN	-23.2	147.0833
ASN00035026	DUARINGA POST OFFICE	-23.7139	149.6725
ASN00035027	EMERALD POST OFFICE	-23.5267	148.1617
ASN00035035	HUNTLY	-22.7	147.9
ASN00035037	KILCUMIN	-22.3833	147.5167
ASN00035042	MANTUAN DOWNS	-24.4125	147.2464
ASN00035045	MOUNT PLAYFAIR	-24.9	146.9833
ASN00035047	NARADA DOWNS	-24.9833	146.1
ASN00035049	GILLESPIE	-24.5608	145.7869
ASN00035051	ORION	-24.2644	148.3825
ASN00035052	PEAK DOWNS	-23	148.0167
ASN00035054	PINE HILL RAILWAY STATION	-23.6497	146.95
ASN00035056	RAINWORTH	-24.125	147.9283
ASN00035059	ROLLESTON	-24.4619	148.6261
ASN00035065	SPRINGSURE COMET ST	-24.123	148.0856
ASN00035069	TAMBO POST OFFICE	-24.8819	146.2564
ASN00035070	TAROOM POST OFFICE	-25.6408	149.7958
ASN00035071	TELEMON STATION	-24.1858	147.72
ASN00035076	JUANDAH	-26.1333	149.9667
ASN00035077	WARRINILLA	-24.9214	148.6006
ASN00035099	LORNE	-24.8	145.3
ASN00035103	LANSDOWNE STATION	-25.0636	146.2653
ASN00035189	CONSUELO	-24.6553	148.4594
ASN00035190	MINNIE DOWNS	-25.0311	145.8664
ASN00035289	MT PLAYFAIR	-24.8639	146.9478
ASN00036000	ALICE POST OFFICE	-23.5667	145.7833
ASN00036004	ARAMAC POST OFFICE	-22.9717	145.245
ASN00036007	BARCALDINE POST OFFICE	-23.5544	145.2883
ASN00036008	BOWEN DOWNS	-22.4672	145.005
ASN00036012	CAMERON DOWNS	-21.3747	144.2794
ASN00036018	ELGIN DOWNS	-22.0033	146.9219
ASN00036022	EVESHAM STATION	-23.0311	143.7117
ASN00036025	ISIS DOWNS	-24.2217	143.6325
ASN00036026	ISISFORD POST OFFICE	-24.2591	144.4406
ASN00036032	MANEROO	-23.3667	143.8833
ASN00036033	MALVERN HILLS	-24.5	145.15
ASN00036037	MUTTABURRA	-22.595	144.5469
ASN00036039	PORTLAND DOWNS	-24.1333	144.5833
ASN00036041	RUTHVEN	-24.3333	144.1833
ASN00036048	UANDA	-21.6039	144.9033
ASN00036051	WESTLAND	-23.9683	143.8239
ASN00036054	EVORA STATION	-24.0825	145.5092
ASN00036056	LANDSBOROUGH DOWNS	-21.5114	144.3989
ASN00036057	MOUNT CORNISH	-22.6	144.6
ASN00036062	KENSINGTON DOWNS	-22.5	144.2
ASN00036115	TOWER HILL	-22.05	144.6
ASN00036133	MILO STATION	-25.7211	144.5003
ASN00036137	LISTOWEL DOWNS	-25.2011	145.2269
ASN00036139	SURBITON STATION	-22.9856	146.6189
ASN00036143	BLACKALL TOWNSHIP	-24.4214	145.4672
ASN00036150	ROCKWOOD	-21.8	144.2667
ASN00036151	STAINBURN DOWNS	-22.8667	145.1
ASN00036152	HIGHLANDS	-24.95	144.4333
ASN00037001	AYRSHIRE DOWNS	-21.9678	142.7214
ASN00037005	BIMERAH	-24.2189	143.5781
ASN00037011	CARANDOTTA STATION	-21.9714	138.6117
ASN00037014	CORK STATION	-22.9258	142.3119
ASN00037015	CORONA DOWNS	-23.1258	143.4619
ASN00037016	DAGWORTH STATION	-21.8664	142.1544
ASN00037024	HEADINGLY STATION	-21.3225	138.2906
ASN00037025	KATANDRA	-21.55	143.8031
ASN00037027	LLANRHEIDOL STATION	-22.2833	141.6
ASN00037031	MANUKA	-21.7167	143.4
ASN00037046	ELDERSLIE	-22.2903	142.4731
ASN00037049	WARRNAMBOOL DOWNS	-22.8131	142.8325
ASN00037051	WINTON POST OFFICE	-22.3908	143.0386
ASN00037064	NORANSIDE	-22.1667	140
ASN00037070	OONDOOROO RAILWAY STN	-22.1667	143.0833
ASN00038003	BOULIA AIRPORT	-22.9117	139.9039
ASN00038007	CURRAWILLA STATION	-25.1425	141.3456
ASN00038012	JUNDAH POST OFFICE	-24.8303	143.9331
ASN00038015	MONKIRA	-24.8217	140.5558
ASN00038023	TANBAR STATION	-25.8417	141.9189
ASN00038024	WINDORAH POST OFFICE	-25.4228	142.6564
ASN00038029	CONNEMARRA STATION	-24.2167	142.2667
ASN00038057	WELFORD LAGOONS	-25.1667	143.3333
ASN00039003	BANANA POST OFFICE	-24.4719	150.1292
ASN00039015	BUNDABERG POST OFFICE	-24.8667	152.3467
ASN00039018	BUSTARD HEAD LIGHTHOUSE	-24.0222	151.7642
ASN00039022	CAMBOON STATION	-25.0303	150.4342
ASN00039028	CRACOW STORE	-25.2967	150.3047
ASN00039033	DEGILBO RAIL STN	-25.4833	152
ASN00039037	FAIRYMEAD SUGAR MILL	-24.7936	152.3594
ASN00039039	GAYNDAH POST OFFICE	-25.6258	151.6094
ASN00039041	GLADSTONE POST OFFICE	-23.8333	151.25
ASN00039051	HAWKWOOD STATION	-25.7833	150.8167
ASN00039063	MILLAQUIN SUGAR	-24.85	152.3667
ASN00039065	MIRIAM VALE	-24.3278	151.5692
ASN00039070	MT PERRY THE PINES	-25.1694	151.6375
ASN00039082	ROCKHAMPTON POST OFFICE	-23.4	150.5
ASN00039085	SANDY CAPE LIGHTHOUSE	-24.7298	153.2089
ASN00039098	WESTWOOD STORE	-23.6211	150.1569
ASN00039230	LANGMORN	-23.8347	150.7539
ASN00040014	BEAUDESERT CRYNA	-28.0206	153.0131
ASN00040016	BEENLEIGH POST OFFICE	-27.7167	153.1833
ASN00040025	BOONARA	-26.0833	152.05
ASN00040038	CABOOLTURE POST OFFICE	-27.085	152.9517
ASN00040043	CAPE MORETON LIGHTHOUSE	-27.0314	153.4661
ASN00040047	CLEVELAND BOWLS CLUB	-27.5253	153.2756
ASN00040075	ESK POST OFFICE	-27.2397	152.4219
ASN00040085	GLENCLIFFE	-26.8167	151.65
ASN00040093	GYMPIE	-26.1831	152.6414
ASN00040096	HELIDON POST OFFICE	-27.5504	152.1246
ASN00040101	IPSWICH	-27.6117	152.7608
ASN00040104	ENGLESBERG VILLAGE	-27.949	152.6235
ASN00040111	KILKIVAN POST OFFICE	-26.0858	152.2381
ASN00040114	LAIDLEY POST OFFICE	-27.6322	152.3919
ASN00040120	LOWOOD DON ST	-27.4617	152.5747
ASN00040124	MARBURG - WARREGO HIGHWAY	-27.5675	152.6053
ASN00040126	MARYBOROUGH	-25.5161	152.7156
ASN00040136	MOOLOOLAH POST OFFICE	-26.7661	152.9622
ASN00040150	MUNDOOLIN	-27.905	153.0933
ASN00040158	NANANGO WILLS ST	-26.6756	151.9939
ASN00040160	NERANG GILSTON RD	-28.0092	153.3175
ASN00040171	AMCOR - PETRIE MILL	-27.2692	152.9839
ASN00040179	REDBANK POST OFFICE	-27.6	152.8667
ASN00040180	MARGATE COLLINS ST	-27.2517	153.1008
ASN00040190	SOUTHPORT RIDGEWAY AVE	-27.9832	153.4054
ASN00040197	MT TAMBORINE FERN ST	-27.9695	153.1952
ASN00040210	INSKIP POINT LIGHTHOUSE	-25.8167	153.05
ASN00040214	BRISBANE REGIONAL OFFICE	-27.4778	153.0306
ASN00040225	ENOGGERA RESERVOIR	-27.4447	152.9286
ASN00040226	GOODNA AMPOL	-27.6081	152.8975
ASN00040229	INDOOROOPILLY BOWLS CLUB	-27.4992	152.9769
ASN00040230	GOLD CREEK RESERVOIR	-27.4606	152.8811
ASN00040242	SANDGATE POST OFFICE	-27.3233	153.07
ASN00040244	SUNNYBANK BOWLS CLUB	-27.5756	153.0583
ASN00040252	WOODFORD POST OFFICE	-26.9558	152.7792
ASN00040253	WOODY ISLAND	-25.3	152.95
ASN00040262	YENGARIE RAILWAY STATION	-25.5667	152.6167
ASN00040337	ST HELENA ISLAND	-27.3833	153.2167
ASN00040344	BULIMBA	-27.45	153.05
ASN00040350	WOOLOOWIN	-27.4333	153.05
ASN00040358	LYTTON	-27.4	153.15
ASN00040374	FRANKLYN VALE	-27.7594	152.4564
ASN00040586	MILLBROOK	-27.9167	151.75
ASN00040629	CORINDA	-27.5333	152.9833
ASN00041001	ALLORA POST OFFICE	-28.0356	151.9983
ASN00041003	BALGOWNIE WEST	-27.8297	151.6767
ASN00041010	CALLANDOON	-28.5	150.1
ASN00041011	CAMBOOYA POST OFFICE	-27.7072	151.865
ASN00041013	CANNING DOWNS	-28.2264	152.0661
ASN00041016	CECIL PLAINS HOMESTEAD	-27.5331	151.2025
ASN00041017	CHINCHILLA WATER TREATMENT PLA	-26.7422	150.6033
ASN00041019	CONDAMINE PLAINS	-27.7233	151.2869
ASN00041021	COPMANHURST	-27.6667	150.6167
ASN00041022	DALVEEN	-28.5	151.9722
ASN00041023	DALBY POST OFFICE	-27.1839	151.2639
ASN00041034	GLENELG	-28.4039	151.4703
ASN00041035	GLENGALLAN	-28.1	152.1
ASN00041038	GOONDIWINDI POST OFFICE	-28.5481	150.3075
ASN00041047	INGLEWOOD POST OFFICE	-28.4147	151.0828
ASN00041051	JIMBOUR STATE SCHOOL	-26.9583	151.2125
ASN00041053	JONDARYAN POST OFFICE	-27.3675	151.5897
ASN00041056	KILLARNEY POST OFFICE	-28.3344	152.2953
ASN00041063	LEYBURN POST OFFICE	-28.0106	151.5856
ASN00041081	PIKEDALE	-28.65	151.6
ASN00041082	PITTSWORTH	-27.7156	151.6333
ASN00041095	STANTHORPE LESLIE PARADE	-28.6617	151.9339
ASN00041101	TEXAS STATION	-28.85	151.15
ASN00041103	TOOWOOMBA	-27.5836	151.9317
ASN00041111	WARWICK POST OFFICE	-28.2167	152.0333
ASN00041116	WALLANGARRA POST OFFICE	-28.9231	151.9306
ASN00041117	WARRA POST OFFICE	-26.9308	150.925
ASN00041153	BON ACCORD	-27.6	151.2
ASN00041154	BLINKBONNIE	-28.15	152.1
ASN00041156	BRAESIDE	-28.4	151.9
ASN00041157	BRI BRI	-27.6833	151.95
ASN00041158	YANDILLA	-27.85	151.3667
ASN00041160	MAIANBAR	-28	152.15
ASN00041452	GOWRIE STATION 2	-27.5	151.8167
ASN00041455	THE LAURELS	-27.5667	151.9667
ASN00042023	MILES POST OFFICE	-26.6581	150.1844
ASN00042030	BUNGUNYA SCHOOL	-28.4278	149.6533
ASN00042039	BULLAMON STATION	-28.7333	148.6333
ASN00042059	AUBURN	-25.9525	150.6142
ASN00042071	TANDAWANNA	-28.3667	149.7
ASN00043004	BINDANGO	-26.4833	148.4833
ASN00043009	FOREST VALE	-25.9281	147.8717
ASN00043012	ROCKDALE	-27.0689	149.25
ASN00043020	MITCHELL POST OFFICE	-26.4888	147.9777
ASN00043022	MOUNT ABUNDANCE	-26.6	148.7167
ASN00043030	ROMA POST OFFICE	-26.5719	148.7897
ASN00043034	ST GEORGE POST OFFICE	-28.0361	148.5814
ASN00043035	SURAT	-27.159	149.0703
ASN00043039	WERIBONE	-27.3442	148.8781
ASN00043043	YULEBA GARDEN ST	-26.6133	149.3878
ASN00043047	EURELLA	-26.6	148.2
ASN00044002	AUGATHELLA POST OFFICE	-25.7956	146.5858
ASN00044004	BEECHAL	-27.1383	144.7392
ASN00044006	BIDDENHAM	-25.8031	146.425
ASN00044007	BIERBANK	-26.7756	145.0708
ASN00044010	BOLLON MARY ST	-28.0336	147.4803
ASN00044012	BOORARA	-28.6575	144.3808
ASN00044014	BUNDALEER	-28.7	146.55
ASN00044016	BURENDA	-25.7661	146.7333
ASN00044018	CAIWARRO	-28.7	144.7833
ASN00044022	CHARLEVILLE POST OFFICE	-26.4025	146.2381
ASN00044024	COONGOOLA	-27.65	145.9
ASN00044025	COWLEY STATION	-26.9044	144.8272
ASN00044026	CUNNAMULLA POST OFFICE	-28.0706	145.6808
ASN00044027	CURRAWINYA	-28.8333	144.4833
ASN00044029	DILLALAH	-26.8583	146.0278
ASN00044030	DIRRANBANDI HIGH SCHOOL	-28.5758	148.2297
ASN00044031	DYNEVOR DOWNS	-28.0911	144.3586
ASN00044032	EULO POST OFFICE	-28.16	145.0467
ASN00044040	GUMBARDO	-26.1108	144.8728
ASN00044050	MORVEN POST OFFICE	-26.4156	147.1131
ASN00044052	MOUNT MORRIS	-25.8128	145.5731
ASN00044055	KYNNERSLEY	-27.0667	145.9167
ASN00044057	NIVE DOWNS	-25.4992	146.5442
ASN00044058	NOONDOO	-28.6	148.4
ASN00044059	NOORAMA	-28.7008	146.2336
ASN00044061	OAKWOOD	-25.6833	146.1333
ASN00044081	CHARLOTTE PLAINS	-28.0814	146.1797
ASN00044085	HUMEBURN	-27.3933	145.2117
ASN00044093	WOOLERINA	-28.5333	147.4
ASN00044096	CURRIWILLINGHI	-28.95	147.8667
ASN00044149	LANGLO DOWNS	-25.5333	145.7833
ASN00044150	KAHMOO	-28.0967	145.5075
ASN00044154	WHYENBAH	-28.3875	148.3111
ASN00044178	DOONDI	-28.2503	148.4644
ASN00044181	HUNGERFORD	-28.9972	144.4094
ASN00044183	DRYSDALE PONDS	-27.3833	148.1333
ASN00045000	ADAVALE POST OFFICE	-25.9167	144.6
ASN00045003	SOUTH COMONGIN	-26.9011	144.3386
ASN00045010	MT HOWITT	-26.5122	142.2731
ASN00045011	MOUNT MARGARET	-26.8989	143.3381
ASN00045014	NORLEY STATION	-27.7722	143.8728
ASN00045017	THARGOMINDAH POST OFFICE	-27.9978	143.8197
ASN00045051	BULGROO STATION	-25.7911	143.7036
ASN00045053	THARGOMINDAH STATION	-28.0167	143.8
ASN00045054	TICKALARA	-28.65	142.2
ASN00046003	YANCO GLEN (CORONA HOMESTEAD)	-31.2873	141.4437
ASN00046004	WILCANNIA (CULPAULIN)	-31.7333	143.2167
ASN00046007	GNALTA	-31.05	142.3333
ASN00046015	BROKEN HILL  (LANGAWIRRA)	-31.4459	142.1352
ASN00046017	WILCANNIA (MENA MURTEE)	-31.4167	143.1667
ASN00046018	MILPARINKA HOTEL	-29.7377	141.8841
ASN00046022	WILCANNIA (MOUNT MURCHISON)	-31.4469	143.6548
ASN00046025	NELYAMBO	-31.1667	144.1167
ASN00046027	BROKEN HILL (NUNTHERUNGIE)	-30.8	142.4833
ASN00046031	WHITE CLIFFS (PURNANGA)	-30.45	143.3167
ASN00046034	WHITE CLIFFS (TARELLA)	-31.0225	143.0378
ASN00046037	TIBOOBURRA POST OFFICE	-29.4345	142.0098
ASN00046038	WHITE CLIFFS (TONGO)	-30.4921	143.7456
ASN00046039	WANAARING (URISINO)	-29.7258	143.7607
ASN00046041	TILPA (WARLOO)	-31.1833	144.1
ASN00046043	WILCANNIA  (REID ST)	-31.5631	143.3747
ASN00046046	YALCOWINNA	-31.7167	141.7833
ASN00046048	WHITE CLIFFS (YANCANNIA)	-30.2667	142.7833
ASN00046049	MILPARINKA (YANDAMA DOWNS)	-29.6833	141.4167
ASN00046056	CULTOWA	-31.4	144
ASN00046058	ELSINORA	-29.5	143.5833
ASN00046061	FORTY EIGHT MILE TANK	-31.85	143.5
ASN00046064	GOORIMPA	-30.3	144
ASN00046067	MOMBA	-30.9667	143.3167
ASN00046069	MOUNT GIPPS	-31.8833	141.6333
ASN00046073	PURNAMOOTA	-31.7	141.45
ASN00046077	SALISBURY DOWNS	-30	142.7833
ASN00046079	WANAARING (THURLOO DOWNS)	-29.2908	143.4812
ASN00046087	POOLAMACCA	-31.5	141.4
ASN00046088	LAKE BOULKA	-30.0333	141.8667
ASN00046094	WHITE CLIFFS (WONNAMINTA)	-30.6322	142.3219
ASN00046097	LAKE COBHAM	-30.15	142.0833
ASN00046098	NUNDORA	-30.7333	142.0333
ASN00046099	MOUNT POOLE	-29.6667	141.7833
ASN00046102	CUTHAWANA 2	-31.55	142.6333
ASN00046106	TINAPAGEE	-29.4667	144.3833
ASN00046109	YANTABANGEE TANK	-30.6	143.6833
ASN00046114	EURIOWIE TANK	-31.4333	141.6167
ASN00046120	WILCANNIA (MELROSE)	-31.7	143.2167
ASN00046121	WILCANNIA (ARDMORE)	-31.4667	143.4
ASN00047000	GUM LAKE (ALBEMARLE)	-32.5277	143.3698
ASN00047002	ARUMPO	-33.75	142.9
ASN00047003	WENTWORTH (AVOCA)	-33.9333	141.9667
ASN00047005	WILCANNIA (BILLILLA)	-31.832	143.1507
ASN00047006	BINDARA (NETLEY)	-32.75	142.3
ASN00047007	BROKEN HILL (PATTON STREET)	-31.9759	141.4676
ASN00047008	COCKBURN  (BURTA)	-32.4555	141.0784
ASN00047009	WENTWORTH (CUTHERO)	-33.0333	142.3667
ASN00047010	BROKEN HILL (GLEN LYON)	-31.8833	142.5
ASN00047013	POONCARIE (KARPA KORA STATION)	-32.9669	143.1071
ASN00047015	KINCHEGA	-32.45	142.4
ASN00047017	LAKE VICTORIA (CAL-LAL)	-34.0833	141.1833
ASN00047019	MENINDEE POST OFFICE	-32.3937	142.4173
ASN00047020	POONCARIE (MOORARA)	-33.2158	142.3868
ASN00047021	MOORNA	-34.1333	141.6
ASN00047022	IVANHOE (MT MANARA)	-32.4757	143.9409
ASN00047024	POONCARIE (MULURULU STATION)	-33.3393	143.3986
ASN00047027	NETLEY	-32.5833	141.45
ASN00047029	POONCARIE MAIL AGENCY	-33.3856	142.5696
ASN00047030	SILVERTON POST OFFICE	-31.8833	141.2167
ASN00047033	POONCARIE (TARCOOLA)	-33.4268	142.5719
ASN00047034	TERYAWYNIA	-32.2	143.6
ASN00047036	WILCANNIA (BURNDOO ESTATE)	-32.0667	143.65
ASN00047040	WENTWORTH (WAMBERRA STATION)	-33.9297	142.3572
ASN00047043	MENINDEE (WEINTERIGA)	-32.1036	142.9236
ASN00047047	TOLARNO	-32.7833	142.3833
ASN00047053	WENTWORTH POST OFFICE	-34.1065	141.9189
ASN00047054	IVANHOE (BEILPAJAH)	-32.9667	143.8167
ASN00047062	BROKEN HILL (BUCKALOW)	-32.6569	141.2376
ASN00047067	POPLITAH	-33.2	141.75
ASN00047071	TAPIO	-34	142
ASN00047072	TAREENA	-33.9667	141.0333
ASN00047077	RUFUS RIVER (BELLSGROVE)	-34.05	141.15
ASN00047082	PANBAN	-33.2833	143.1833
ASN00047086	BOOLA BOOLKA	-32.3333	143
ASN00047087	TINTINALLOGY STATION	-32.0833	142.9833
ASN00047091	COONBAH	-32.9833	141.6167
ASN00047093	WENTWORTH (BURTUNDY)	-33.7492	142.2205
ASN00048001	NEW ANGLEDOOL TELEPHONE OFFICE	-29.1	147.9
ASN00048003	BANGATE	-29.2667	147.7667
ASN00048004	BARRINGUN	-29.0128	145.7132
ASN00048006	ENNGONIA (BELALIE)	-29.1581	145.8068
ASN00048009	CARINDA (BOOROOMA)	-30.1047	147.4647
ASN00048011	GIRILAMBONE (BOOROOMUGGA)	-31.3078	146.4392
ASN00048013	BOURKE POST OFFICE	-30.0917	145.9358
ASN00048014	GOODOOGA (BRENDA)	-29.0299	147.3128
ASN00048015	BREWARRINA HOSPITAL	-29.9614	146.8651
ASN00048016	YANTABULLA (BRINDINGABBA)	-29.0833	144.9
ASN00048017	BULGOO	-31.8	145.6
ASN00048019	BUNGHILL TANK	-29.7667	147.7833
ASN00048028	CHARLTON	-30.25	146.7
ASN00048029	CLOVER CREEK	-30.45	145.3
ASN00048030	COBAR POST OFFICE	-31.5	145.8
ASN00048031	COLLARENEBRI (ALBERT ST)	-29.5407	148.5818
ASN00048032	COLLERINA (CORRELLA)	-29.6333	146.4167
ASN00048033	CURRAWEENA	-30.8	145.9
ASN00048035	DUMBLE	-29.2	147.4
ASN00048036	WALGETT (DUNGALEAR)	-29.6644	148.1152
ASN00048037	DUNLOP	-30.6333	145.0167
ASN00048039	ENNGONIA (SHEARER STREET)	-29.3174	145.8466
ASN00048043	GAMALALLY	-29.4	148.4
ASN00048044	GNOMERY	-29.1667	147.2667
ASN00048045	GONGOLGON POST OFFICE	-30.35	146.9
ASN00048047	COLLARENEBRI (GOONDOOBLUIE)	-29.1509	148.6252
ASN00048051	KALLARA	-30.9	144.5
ASN00048053	COBAR (LERIDA)	-31.6992	145.7043
ASN00048054	LIGHTNING RIDGE POST OFFICE	-29.4277	147.9805
ASN00048055	LILA LOWER	-29.7	145.6
ASN00048057	LOUTH (BLOXHAM STREET)	-30.5357	145.116
ASN00048059	COBAR (MERYULA)	-31.605	146.0583
ASN00048060	MILROY	-29.6	146.7
ASN00048062	TALYEALYE	-29.1167	144.3833
ASN00048063	M.R.A.	-30.7	147
ASN00048066	AMPHITHEATRE	-31.5333	145.6
ASN00048068	QUANTAMBONE	-29.9	146.9
ASN00048071	SUSSEX	-31.4	146.3
ASN00048072	BREWARRINA (TALAWANTA)	-29.5213	146.9487
ASN00048073	COBAR (THE MEADOWS)	-31.7108	145.2764
ASN00048074	TILPA (TONGO ROAD)	-30.937	144.416
ASN00048075	COBAR (TINDAREY)	-31.1227	145.8319
ASN00048076	EAST TOORALE (TOORALE STATION)	-30.2833	145.3833
ASN00048078	TOULBY	-29	147
ASN00048079	WANAARING POST OFFICE	-29.7029	144.1482
ASN00048080	WAPWEELAH	-29.2	145.6
ASN00048081	WARRAWEENA	-29.9333	146.2333
ASN00048082	WEILMORINGLE	-29.2517	146.9193
ASN00048086	WINBAR	-30.65	144.95
ASN00048091	CORONGA PEAK	-30.9	146.25
ASN00048092	GLENARIFF	-30.8	146.6
ASN00048100	LEDKNAPPER TANK	-29.5	146.3
ASN00048103	ENNGONIA (MORTON PLAINS)	-29.0833	146.2
ASN00048106	NIDGERY	-30.6667	146.9167
ASN00048107	NOCOLECHE	-30.1	144.1
ASN00048113	PIRILLIE 1	-29.5833	145.6333
ASN00048114	COBAR (SPRINGFIELD 2)	-31.6	145.4
ASN00048115	COBAR (TAMBUA)	-31.424	145.2539
ASN00048117	THE LAKE TANK	-29.7	145.9
ASN00048121	WANAARING STATION	-29.6833	144.2167
ASN00048122	WANGAMANA	-29.8	144.8
ASN00048123	WILLERACARA WEST	-30.6167	144.2333
ASN00048124	WILKIE	-29.8833	147.6667
ASN00048127	YAHGUNYAH	-30.5833	145.9333
ASN00048128	YANDA	-30.3	145.7
ASN00048130	WARRAN DOWNS	-30	147.7333
ASN00048132	BARNATO 1	-31.55	145
ASN00048133	BOURKE (BEEMERY)	-29.95	146.4333
ASN00048138	BULLA BULLA STATION	-31.7	144.6
ASN00048144	COOLABAH STATION	-31.0833	146.65
ASN00048145	CORONGA DOWNS	-31.3	145.5
ASN00048147	CURRANYALPA	-31.1	144.4
ASN00048151	YANTABULLA (DUNGARVAN)	-29.5167	144.3333
ASN00048154	FLORIDA STATION	-31.5	146.4
ASN00048155	FORT BOURKE	-30.0833	145.8667
ASN00048156	GERARA	-29.2	146.7167
ASN00048160	GOONERY BORE	-30.05	145.2833
ASN00048161	KENILWORTH	-30.6	146.2
ASN00048168	ANGLEDOOL (ANGLEDOOL STATION)	-29.1173	147.8993
ASN00048183	MOUNT OXLEY	-30.1667	146.3167
ASN00048187	HELMANS TANK	-30.8833	145.8833
ASN00048188	ELDORADO	-30.4667	145.1
ASN00048192	BARROW VALE	-31.65	145.8333
ASN00048193	RESTDOWN	-31.8333	146.3667
ASN00048208	WEILMORINGLE (MORTON SPRINGS)	-29.0667	146.6833
ASN00048210	COBAR (MULGA DOWNS)	-31.5	145.15
ASN00048211	ENNGONIA (GRASS HUT POST OFFIC	-29.6667	145.8667
ASN00048217	LOUTH (ACTON HILL)	-30.3833	145.3
ASN00049002	BALRANALD (RSL)	-34.6398	143.561
ASN00049003	IVANHOE (BONUNA)	-32.6667	144.25
ASN00049004	EUABALONG (BOOBEROI)	-33.0809	146.5747
ASN00049005	MOSSGIEL (BOONDARA)	-33.2833	144.7167
ASN00049006	BOX CREEK TANK	-34.2	143.5
ASN00049007	EUABOLONG (BROTHERONY)	-33.1	146.6667
ASN00049008	HATFIELD (CLARE)	-33.4021	143.9375
ASN00049009	COAN DOWNS	-32.7167	145.7833
ASN00049010	ROTO (COOMBIE)	-32.8274	145.3583
ASN00049011	CULPOTARO	-33.6	144.35
ASN00049012	EUABALONG (LACHLAN ST)	-33.1094	146.4736
ASN00049013	EUSTON POST OFFICE	-34.5833	142.7333
ASN00049014	EUSTON STATION	-34.6	142.7
ASN00049016	FULHAM PARK	-31.9833	144.4167
ASN00049017	GLEN DEE	-34.3	143.9
ASN00049019	IVANHOE POST OFFICE	-32.8999	144.2995
ASN00049020	JUANBUNG	-34.2	143.9167
ASN00049021	IVANHOE (WOKABITY)	-33.0444	144.2354
ASN00049025	MANFRED	-33.3167	143.7667
ASN00049026	MEILMAN	-34.6	142.9
ASN00049028	MERROWIE NORTH	-33.3833	145.5333
ASN00049029	MOSSGIEL (MOOLBONG)	-33.35	144.9333
